SEXES REUNIS
     Table de mortalité : année 1899

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

 101     748     278 0.37146  1.93     609
 102     470     202 0.42841  1.78     370
 103     269     106 0.39373  1.74     216
 104     163      82 0.50607  1.54     122
 105      81                  1.61      63
 Total population stationnaire     7737795



               SEXES REUNIS
     Table de mortalité : année 1994

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000     594 0.00594 77.81   99703
   1   99406      48 0.00049 77.27   99382
   2   99358      28 0.00028 76.31   99344
   3   99330      23 0.00023 75.33   99319
   4   99308      18 0.00018 74.35   99299
   5   99290      19 0.00019 73.36   99280
   6   99271      17 0.00017 72.37   99262
   7   99254      16 0.00017 71.38   99245
   8   99237      17 0.00017 70.40   99229
   9   99221      13 0.00013 69.41   99214
  10   99208      17 0.00017 68.42   99199
  11   99191      15 0.00015 67.43   99184
  12   99176      20 0.00021 66.44   99166
  13   99156      22 0.00022 65.45   99145
  14   99134      26 0.00027 64.47   99121
  15   99108      32 0.00032 63.48   99092
  16   99076      39 0.00039 62.50   99056
  17   99037      50 0.00051 61.53   99012
  18   98987      67 0.00068 60.56   98953
  19   98920      74 0.00075 59.60   98883
  20   98845      81 0.00082 58.64   98805
  21   98765      93 0.00094 57.69   98718
  22   98672      88 0.00089 56.75   98628
  23   98585      89 0.00090 55.80   98540
  24   98496      93 0.00094 54.85   98449
  25   98403      96 0.00097 53.90   98355
  26   98307      97 0.00098 52.95   98259
  27   98211     104 0.00106 52.00   98159
  28   98107     109 0.00111 51.05   98053
  29   97998     117 0.00119 50.11   97940
  30   97881     127 0.00130 49.17   97818
  31   97754     126 0.00129 48.23   97691
  32   97628     128 0.00131 47.29   97564
  33   97501     136 0.00140 46.36   97433
  34   97365     142 0.00146 45.42   97294
  35   97223     155 0.00159 44.49   97145
  36   97068     157 0.00162 43.56   96989
  37   96911     177 0.00182 42.63   96823
  38   96734     181 0.00187 41.70   96644
  39   96553     184 0.00190 40.78   96461
  40   96369     208 0.00215 39.86   96266
  41   96162     216 0.00224 38.94   96054
  42   95946     226 0.00236 38.03   95833
  43   95720     247 0.00258 37.12   95597
  44   95473     271 0.00284 36.21   95337
  45   95202     287 0.00301 35.31   95058
  46   94915     306 0.00323 34.42   94762
  47   94608     338 0.00358 33.53   94439
  48   94270     379 0.00402 32.65   94081
  49   93891     396 0.00421 31.78   93694
  50   93496     429 0.00458 30.91   93282
  51   93067     437 0.00469 30.05   92849
  52   92630     472 0.00510 29.19   92394
  53   92158     492 0.00533 28.33   91913
  54   91667     537 0.00585 27.48   91398
  55   91130     580 0.00637 26.64   90840
  56   90550     629 0.00695 25.81   90235
  57   89921     642 0.00714 24.99   89600
  58   89279     702 0.00786 24.16   88928
  59   88577     750 0.00847 23.35   88201
  60   87826     807 0.00919 22.55   87422
  61   87019     866 0.00996 21.75   86586
  62   86152     931 0.01080 20.96   85687
  63   85222    1016 0.01193 20.19   84714
  64   84206    1065 0.01265 19.43   83673
  65   83141    1124 0.01352 18.67   82579
  66   82017    1211 0.01477 17.92   81411
  67   80806    1283 0.01588 17.18   80164
  68   79523    1365 0.01716 16.45   78840
  69   78158    1458 0.01865 15.73   77429
  70   76700    1520 0.01981 15.02   75940
  71   75180    1619 0.02153 14.31   74371
  72   73562    1741 0.02367 13.61   72691
  73   71821    1872 0.02607 12.93   70885
  74   69948    2001 0.02861 12.26   68948
  75   67947    2151 0.03165 11.61   66872
  76   65797    2312 0.03514 10.97   64641
  77   63484    2393 0.03770 10.35   62288
  78   61091    2666 0.04364  9.74   59758
  79   58425    2715 0.04647  9.16   57068
  80   55710    2999 0.05384  8.58   54210
  81   52710    3141 0.05959  8.04   51140
  82   49569    3336 0.06729  7.52   47902
  83   46234    3430 0.07419  7.03   44519
  84   42804    3599 0.08409  6.55   41004
  85   39204    3707 0.09455  6.11   37351
  86   35498    3781 0.10651  5.69   33607
  87   31717    3651 0.11511  5.31   29891
  88   28066    3632 0.12941  4.94   26250
  89   24434    3455 0.14139  4.60   22706
  90   20979    3314 0.15798  4.27   19322
  91   17665    3033 0.17171  3.98   16148
  92   14631    2747 0.18778  3.70   13258
  93   11884    2456 0.20665  3.44   10656
  94    9428    2121 0.22498  3.21    8368
  95    7307    1854 0.25378  2.99    6380
  96    5453    1423 0.26100  2.84    4741
  97    4029    1098 0.27257  2.67    3480
  98    2931     897 0.30604  2.48    2483
  99    2034     618 0.30380  2.35    1725
 100    1416     493 0.34794  2.16    1170
 101     923     332 0.35924  2.05     758
 102     592     236 0.39970  1.92     473
 103     355     138 0.38749  1.87     286
 104     218      89 0.40742  1.73     173
 105     129                  1.58      98
 Total population stationnaire     7780789



               SEXES REUNIS
     Table de mortalité : année 1995

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000     491 0.00491 77.92   99754
   1   99509      51 0.00051 77.30   99483
   2   99458      27 0.00027 76.34   99445
   3   99431      23 0.00023 75.36   99420
   4   99408      20 0.00020 74.38   99398
   5   99388      18 0.00018 73.40   99379
   6   99370      17 0.00017 72.41   99362
   7   99353      16 0.00016 71.42   99345
   8   99337      13 0.00013 70.43   99330
   9   99324      13 0.00014 69.44   99317
  10   99310      13 0.00013 68.45   99304
  11   99297      17 0.00017 67.46   99289
  12   99281      19 0.00019 66.47   99271
  13   99261      18 0.00018 65.48   99252
  14   99243      24 0.00024 64.50   99231
  15   99219      38 0.00038 63.51   99200
  16   99181      41 0.00041 62.54   99161
  17   99141      45 0.00045 61.56   99118
  18   99096      65 0.00065 60.59   99063
  19   99031      72 0.00073 59.63   98995
  20   98959      77 0.00077 58.67   98920
  21   98882      82 0.00083 57.72   98841
  22   98800      87 0.00088 56.76   98756
  23   98713      84 0.00085 55.81   98671
  24   98629      92 0.00093 54.86   98583
  25   98537      89 0.00090 53.91   98492
  26   98448      93 0.00095 52.96   98401
  27   98355      98 0.00099 52.01   98306
  28   98257     109 0.00111 51.06   98202
  29   98147     117 0.00119 50.12   98089
  30   98031     119 0.00121 49.18   97972
  31   97912     121 0.00124 48.24   97851
  32   97791     132 0.00135 47.29   97725
  33   97658     136 0.00139 46.36   97590
  34   97522     146 0.00149 45.42   97449
  35   97377     151 0.00155 44.49   97301
  36   97225     158 0.00162 43.56   97146
  37   97067     162 0.00167 42.63   96986
  38   96905     175 0.00181 41.70   96818
  39   96730     192 0.00199 40.77   96634
  40   96538     202 0.00209 39.85   96437
  41   96336     220 0.00228 38.94   96226
  42   96116     228 0.00237 38.02   96002
  43   95888     264 0.00275 37.11   95756
  44   95625     276 0.00288 36.21   95487
  45   95349     279 0.00293 35.32   95210
  46   95070     312 0.00329 34.42   94914
  47   94758     331 0.00349 33.53   94592
  48   94427     359 0.00380 32.65   94248
  49   94068     394 0.00419 31.77   93871
  50   93674     429 0.00458 30.90   93460
  51   93245     440 0.00471 30.04   93025
  52   92806     460 0.00495 29.18   92576
  53   92346     487 0.00528 28.32   92102
  54   91859     503 0.00547 27.47   91607
  55   91356     550 0.00602 26.62   91081
  56   90807     593 0.00653 25.78   90510
  57   90214     652 0.00723 24.94   89888
  58   89562     682 0.00761 24.12   89221
  59   88880     738 0.00830 23.30   88511
  60   88143     812 0.00921 22.49   87737
  61   87331     869 0.00995 21.70   86896
  62   86462     926 0.01071 20.91   85999
  63   85536     997 0.01166 20.13   85037
  64   84539    1067 0.01263 19.36   84005
  65   83471    1151 0.01379 18.60   82896
  66   82320    1233 0.01498 17.86   81703
  67   81087    1294 0.01596 17.12   80440
  68   79793    1386 0.01737 16.39   79100
  69   78407    1457 0.01858 15.67   77678
  70   76950    1539 0.02000 14.96   76180
  71   75411    1622 0.02150 14.25   74600
  72   73789    1756 0.02380 13.56   72911
  73   72033    1884 0.02615 12.87   71092
  74   70150    2018 0.02877 12.21   69141
  75   68132    2190 0.03214 11.55   67037
  76   65942    2264 0.03433 10.92   64810
  77   63679    2497 0.03921 10.29   62430
  78   61182    2697 0.04408  9.69   59833
  79   58485    2821 0.04824  9.11   57074
  80   55663    2926 0.05256  8.55   54201
  81   52738    3114 0.05905  8.00   51181
  82   49624    3300 0.06650  7.47   47974
  83   46324    3534 0.07629  6.96   44557
  84   42790    3575 0.08354  6.50   41002
  85   39215    3713 0.09468  6.05   37359
  86   35502    3772 0.10623  5.62   33617
  87   31731    3769 0.11878  5.23   29846
  88   27962    3712 0.13277  4.87   26105
  89   24249    3489 0.14388  4.54   22505
  90   20760    3288 0.15838  4.22   19116
  91   17472    3013 0.17246  3.92   15966
  92   14459    2778 0.19211  3.63   13070
  93   11681    2411 0.20641  3.38   10476
  94    9270    2079 0.22428  3.13    8231
  95    7191    1858 0.25841  2.89    6262
  96    5333    1474 0.27644  2.72    4596
  97    3859    1105 0.28641  2.57    3306
  98    2753     861 0.31254  2.40    2323
  99    1893     613 0.32393  2.26    1586
 100    1280     448 0.35017  2.10    1056
 101     832     323 0.38895  1.97     670
 102     508     210 0.41379  1.91     403
 103     298     115 0.38679  1.90     240
 104     183      74 0.40643  1.78     146
 105     108                  1.65      83
 Total population stationnaire     7792151



               SEXES REUNIS
     Table de mortalité : année 1996

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000     480 0.00480 78.11   99760
   1   99520      45 0.00045 77.48   99497
   2   99475      28 0.00028 76.52   99460
   3   99446      19 0.00019 75.54   99437
   4   99427      19 0.00019 74.55   99418
   5   99409      15 0.00015 73.57   99401
   6   99394      16 0.00016 72.58   99386
   7   99378      14 0.00014 71.59   99371
   8   99364      16 0.00016 70.60   99356
   9   99348      13 0.00013 69.61   99342
  10   99335      14 0.00014 68.62   99328
  11   99321      15 0.00015 67.63   99314
  12   99307      16 0.00017 66.64   99298
  13   99290      18 0.00018 65.65   99281
  14   99272      25 0.00025 64.66   99259
  15   99247      34 0.00035 63.68   99230
  16   99212      37 0.00037 62.70   99194
  17   99175      49 0.00049 61.72   99151
  18   99127      63 0.00063 60.75   99095
  19   99064      71 0.00071 59.79   99029
  20   98993      71 0.00072 58.83   98958
  21   98922      77 0.00078 57.88   98884
  22   98845      86 0.00087 56.92   98802
  23   98759      79 0.00080 55.97   98720
  24   98680      81 0.00082 55.01   98640
  25   98600      82 0.00083 54.06   98559
  26   98518      89 0.00090 53.10   98473
  27   98429      90 0.00092 52.15   98384
  28   98339      94 0.00095 51.20   98292
  29   98245      98 0.00099 50.25   98196
  30   98147     108 0.00110 49.30   98093
  31   98039     116 0.00118 48.35   97981
  32   97924     111 0.00113 47.41   97868
  33   97813     125 0.00128 46.46   97750
  34   97688     133 0.00136 45.52   97621
  35   97555     145 0.00149 44.58   97482
  36   97410     151 0.00155 43.64   97334
  37   97259     162 0.00166 42.71   97178
  38   97097     163 0.00168 41.78   97016
  39   96934     178 0.00183 40.85   96845
  40   96757     197 0.00204 39.93   96658
  41   96559     216 0.00224 39.01   96451
  42   96343     237 0.00246 38.09   96225
  43   96106     245 0.00255 37.19   95984
  44   95861     258 0.00269 36.28   95732
  45   95603     288 0.00301 35.38   95459
  46   95315     299 0.00314 34.48   95165
  47   95015     321 0.00337 33.59   94855
  48   94695     339 0.00358 32.70   94525
  49   94356     387 0.00410 31.82   94162
  50   93969     399 0.00424 30.94   93770
  51   93570     443 0.00473 30.07   93349
  52   93127     461 0.00495 29.22   92897
  53   92666     502 0.00542 28.36   92415
  54   92164     519 0.00563 27.51   91905
  55   91645     550 0.00601 26.66   91370
  56   91095     595 0.00654 25.82   90797
  57   90499     642 0.00709 24.99   90178
  58   89857     692 0.00770 24.16   89511
  59   89165     750 0.00841 23.35   88790
  60   88415     800 0.00904 22.54   88016
  61   87616     861 0.00983 21.74   87185
  62   86754     921 0.01062 20.95   86294
  63   85833     987 0.01150 20.17   85340
  64   84846    1039 0.01225 19.40   84327
  65   83807    1151 0.01373 18.63   83232
  66   82656    1188 0.01437 17.89   82062
  67   81468    1286 0.01579 17.14   80825
  68   80182    1387 0.01729 16.41   79489
  69   78795    1458 0.01850 15.69   78067
  70   77338    1549 0.02003 14.97   76563
  71   75788    1647 0.02173 14.27   74965
  72   74142    1785 0.02407 13.58   73249
  73   72357    1909 0.02638 12.90   71403
  74   70448    2009 0.02852 12.23   69444
  75   68439    2133 0.03117 11.58   67373
  76   66306    2297 0.03464 10.93   65157
  77   64009    2468 0.03856 10.31   62775
  78   61540    2632 0.04276  9.70   60225
  79   58909    2817 0.04781  9.11   57500
  80   56092    3042 0.05423  8.55   54571
  81   53050    3055 0.05760  8.01   51523
  82   49995    3348 0.06696  7.47   48321
  83   46647    3481 0.07463  6.97   44907
  84   43166    3629 0.08408  6.49   41351
  85   39537    3726 0.09425  6.04   37673
  86   35810    3750 0.10472  5.61   33935
  87   32060    3749 0.11694  5.21   30186
  88   28311    3744 0.13223  4.84   26439
  89   24568    3545 0.14430  4.50   22795
  90   21022    3364 0.16000  4.17   19341
  91   17659    3138 0.17769  3.87   16090
  92   14521    2790 0.19212  3.60   13126
  93   11731    2477 0.21111  3.33   10493
  94    9255    2087 0.22548  3.09    8211
  95    7168    1852 0.25831  2.85    6242
  96    5316    1510 0.28410  2.67    4561
  97    3806    1123 0.29499  2.53    3245
  98    2683     824 0.30711  2.37    2271
  99    1859     624 0.33538  2.20    1547
 100    1236     434 0.35156  2.06    1018
 101     801     315 0.39364  1.91     644
 102     486     205 0.42175  1.82     383
 103     281     124 0.44077  1.79     219
 104     157      61 0.39083  1.80     126
 105      96                  1.64      75
 Total population stationnaire     7810745



               SEXES REUNIS
     Table de mortalité : année 1997

  x    Sx   D(x,x+a)   aQx    Ex  P(x,x+a)

   0  100000     475 0.00475 78.46   99762
   1   99525      45 0.00045 77.83   99502
   2   99480      26 0.00026 76.86   99467
   3   99454      23 0.00023 75.88   99443
   4   99431      18 0.00018 74.90   99422
   5   99414      15 0.00015 73.91   99406
   6   99399      14 0.00014 72.92   99392
   7   99385      13 0.00014 71.93   99379
   8   99372      13 0.00013 70.94   99365
   9   99359      15 0.00015 69.95   99351
  10   99344      13 0.00013 68.96   99337
  11   99330      12 0.00012 67.97   99324
  12   99318      17 0.00017 66.98   99310
  13   99302      19 0.00019 65.99   99292
  14   99283      24 0.00024 65.00   99271
  15   99259      32 0.00032 64.02   99243
  16   99227      39 0.00040 63.04   99207
  17   99187      47 0.00048 62.07   99164
  18   99140      63 0.00063 61.09   99109
  19   99078      74 0.00074 60.13   99041
